entity_name,head_count,tail_count,labels
dietary fibers,1,0,['dietary component']
consumption of vegetables,1,0,['dietary intake']
KEGG Analysis,1,0,['Method']
bin_31,1,1,['Microbial Strain']
mental health,1,10,"['Health', 'psychological state', 'Health Condition', 'condition', 'Health Aspect', 'Health Outcome', 'Outcome Measure']"
improved eating habits,1,0,['intervention']
differences in gut microbiota composition,1,0,['biological entity']
45% of 200 bariatric patients,1,0,['group']
Gut-brain pathways,1,0,['Biological Pathway']
Oral microbiota,1,1,['Biological Entity']
changes,1,0,['Biological Process']
Bifidobacterium longum R0175,1,0,['Probiotic Strain']
Sucrose Preference Test,1,0,['Behavioral Test']
anti-inflammatory bacteria,1,1,['Bacteria']
random forest models,1,1,['Model']
Gut-Brain Axis Dysfunction,1,0,['Physiological Dysfunction']
Antidepressants,1,0,['Medication']
Hospital Stay,1,0,['Treatment']
life adversity during childhood,1,0,['environmental factor']
Meditation,1,0,['Practice']
Inpatients,1,0,['Patient Group']
Shannon Index,1,0,['Biodiversity Metric']
Inverse Simpson Index,1,0,['Biodiversity Metric']
Lachnospiraceae FCS020 group,1,0,['microbiota']
Anxiety symptoms,1,1,['Mental Disorder']
long-term deep meditation,1,0,['Practice']
gut microbiota homeostasis,1,1,['Biological Process']
Clostridium sp. BR31,1,1,['microbiota']
certain temperaments,1,0,['personality trait']
Prevotella species,1,0,['microbial species']
reduced functional activation of the hippocampus,1,0,['neurological state']
Illumina Sequencing,1,1,['Method']
dietary microbial metabolites,1,0,['metabolite']
Chronic alcohol overconsumption,1,0,['Condition']
included studies,1,0,['Research Study']
ratios of animal to vegetal foods,1,0,['diet component']
Lactobacillus plantarum R1012,1,0,['Probiotic Strain']
Lunar Palace 1,1,0,['Facility']
pro-inflammatory bacteria,1,1,['Bacteria']
α-diversity indices,1,0,['Measure']
glycan biosynthesis,1,0,['Biological Pathway']
lipopolysaccharide biosynthesis,1,0,['Biological Pathway']
total cholesterol,1,0,['Biochemical Index']
Generalized Anxiety,1,0,['Mental Disorder']
Lactobacillus helveticus R0052,1,0,['Probiotic Strain']
Lunar Palace 365,1,0,['Mission']
microbiota-based countermeasures,1,0,['Countermeasure']
exercise,1,0,['Factor']
fear of cancer recurrence,1,1,['Psychological Condition']
chemotherapy,1,0,['Medical Treatment']
Ruminococcus,1,0,['Microbial Genus']
short-chain fatty acids (SCFAs),1,0,['Biological Molecule']
alternative feed additives,1,0,['Substance']
Microbiota change,1,0,['Microbial community']
16S rDNA surveys,1,0,['Method']
six GI sites,1,1,['Anatomical Location']
influential taxa,1,1,['Biological Entity']
microbiome expression profiles,1,0,['Biological Entity']
genes and pathways,1,0,['Biological Entity']
microbial alteration,1,0,['Therapeutic Strategy']
ratios of pork to pulses,1,0,['diet component']
reduced systemic inflammation,1,1,['Inflammatory Process']
chronic inflammation,1,0,['Inflammatory Process']
Gastrointestinal disorders,1,0,['Disease']
Gut Microbiota Changes,1,1,['Microbiota State']
Proinflammatory Gut Milieu,1,1,['Physiological State']
Short-Chain Fatty Acids (SCFAs),1,0,['Substance']
SCFA-Acylated Starches,1,0,['Substance']
micronutrient treatment,1,0,['treatment']
gut-brain pathways,1,0,['biological pathway']
specific bacteria,1,0,['microbial species']
anxiety/depression,1,0,['Disease']
Patients with PTSD,1,0,['Patient Population']
oral health,1,0,['Health Aspect']
substance use,1,0,['Behavior']
medical history,1,0,['Health Aspect']
early life adversity,1,0,['Factor']
healthy cells,1,0,['Cell type']
future applications of psychobiotics,1,1,['Application']
mental health disorders,1,0,['Disease']
Interdependent Effect on Health,1,2,['Health Outcome']
serum SCFAs,1,0,['Biological Molecule']
Streptococcus,1,0,['Microbial Species']
Parasutterella,1,0,['Microbial Species']
Prevotellaceae NK3B31 group,1,0,['Microbial Species']
butyrate-producing bacteria,1,0,['Microbial Species']
non-tremors predominant phenotype,1,0,['Phenotype']
TCE exposure,1,0,['Exposure']
data generated in study,1,0,['Data']
Corynebacterium,1,1,['Organism']
Gut microbiota composition,1,0,['Measure']
Enterobacteriaceae,1,1,"['Bacterial Family', 'Organism']"
Exopolysaccharide (EPS),1,1,['Biological Molecule']
food production sustainability,1,1,['economic activity']
younger generation,1,0,['demographic']
disability-adjusted life-years (DALYs),1,0,['health metric']
small intestinal microbiome differences,1,0,['Biological Process']
Oral ingestion,1,0,['Action']
gut microbiome alterations,1,1,['Microbial Change']
Disrupted biological pathways,1,0,['Biological Process']
Complement C1q,1,0,['Protein']
diet alterations,1,1,['Dietary Adjustment']
Mixed phenotype,1,0,['Phenotype']
COVID-19 Disease,1,0,['Infectious Disease']
gut microenvironment,1,2,['environment']
Metagenomic Sequencing,1,0,['Method']
change in certain intestinal bacteria,1,0,['Biological Process']
Bacteroides eggerthii,1,0,['Microbial Species']
livestock industry,1,1,['Industry']
social functioning,1,0,['Outcome Measure']
PIGD phenotype,1,0,['Phenotype']
brainstem,1,1,"['brain region', 'anatomical structure']"
shifts in microbiota diversity,1,1,['biological change']
Lactobacillus plantarum,1,1,['Organism']
Gamma-aminobutyric acid (GABA),1,1,['Chemical']
Hypnotic Effects,1,3,['Biological Effect']
Metagenomic analysis,1,0,['Analytical Method']
Trehalose and maltose hydrolase (COG1554),1,0,['Enzyme']
Urease accessory proteins UreE (COG2371),1,0,['Protein']
Escherichia coli,1,0,['Bacterial Species']
Enterobacter cloacae,1,0,['Bacterial Species']
SCFA receptor knockout mice,1,0,['Animal model']
Wheat gluten,1,0,['Food']
Bipolar Disorder,1,1,['Disease']
Toxoplasma gondii,1,0,['Pathogen']
Inflammatory processes,1,0,['Biological Process']
Innate immunity,1,1,['Immune Response']
neuronal stem cell degradation,1,0,['process']
vascular system dysfunction,1,0,['process']
gut microbiome dysbiosis,1,0,['process']
TREM2,1,0,['gene']
C3,1,0,['gene']
Bovine milk casein,1,0,['Food']
KEGG orthology (KO) K01667,1,0,['Gene Orthology']
KEGG orthology (KO) K03781,1,0,['Gene Orthology']
Phylum Firmicutes,1,0,['Taxonomic Group']
38 species,1,0,['Taxonomic Group']
Traumatic Stress,1,0,['Stress Factor']
maternal vaginal microbial transfer,1,0,['transfer']
neurodegenerative diseases (NDs),1,0,['Disease']
Epinephrine,1,0,['Neurotransmitter']
Gut microbiota-hippocampal axis,1,0,['Biological pathway']
synbiotics,1,0,['Therapeutic Agent']
fecal microbiota transplantation,1,0,['Therapeutic Procedure']
Claudin-2,1,0,['Protein']
Gut Barrier Integrity,1,0,['Physiological Function']
Oral SCFA supplementation,1,0,['Therapeutic intervention']
Gut microbiota dysbiosis,1,0,['Microbial community']
Microbiome-gut-brain axis,1,0,['Pathway']
Microbial tryptophan biosynthesis and metabolism pathway (MiTBamp),1,0,['Pathway']
Verrucomicrobiaceae,1,0,['Bacteria']
specific microbes,1,0,['Microbial Species']
microbiome changes,1,0,['biological process']
Immigrant status,1,0,['Demographic Factor']
nutritional strategies,1,1,['strategy']
reactive oxygen species,1,0,['molecule']
loss of chromosome X inactivation,1,0,['process']
Ingesting Lactobacillus plantarum P-8,1,0,['Behavior']
C3aR1,1,0,['gene']
NF-kb,1,0,['gene']
TGFB1&2,1,0,['gene']
Inflammation,1,3,"['Biological Process', 'Condition', 'Physiological State']"
co-abundances,1,0,['Interaction']
SIRT1&6,1,0,['gene']
HMGB1,1,0,['gene']
STING,1,0,['gene']
Mild Metabolic Disorders,1,3,['Disease']
Fecal metagenomes,1,0,['Sample']
TNFA,1,0,['gene']
microbiome-host cross talk pathways,1,0,['Communication Pathway']
Probiotic-induced gut microbiota modulation,1,0,['Process']
Gut microbiomes,1,0,['Organism']
Gut-brain axis,1,0,['Physiological system']
dysregulation,1,0,['process']
microglia genes,1,0,['gene']
telomere attrition,1,0,['process']
decreasing specific microbes,1,1,['Microbial Adjustment']
Low fiber intake,1,0,['Dietary factor']
Gut microbiota diversity,1,0,['Microbial community']
Industrialized nations,1,0,['Geographical region']
microbe-based therapies,1,0,['Therapeutic Approach']
Shannon diversity index,1,0,['Index']
psychiatric disorders,1,5,"['Disease Class', 'disease', 'Condition', 'Disease', 'medical condition']"
Loss of melanin,1,0,['Condition']
crew mental health,1,1,['Health']
"vaginally delivered, fully breastfed infants",1,0,['infant']
transcriptome data,0,1,['Biochemical Data']
moderation DQI-I,0,2,['measurement']
measurement,0,1,['measurement']
Veillonella,0,1,['microbial species']
Christensenellaceae R-7 group,0,1,['microbial species']
Oscillibacter,0,1,['microbial species']
UCG-005,0,1,['microbial species']
dementia,0,1,['Condition']
death,0,1,['Outcome']
pathogenesis of neurodegenerative diseases,0,6,['Pathogenesis']
rising prevalence of neurodegenerative diseases,0,1,['Health Issue']
elderly population,0,1,['Demographic']
viruses,0,1,['microorganism']
fungi,0,1,['microorganism']
neuropsychiatric disorders,0,4,['disease']
oral cavity,0,1,['body part']
nasal passages,0,1,['body part']
hippocampal SYP level,0,2,['Neurobiological Marker']
effect of acetate supplement,0,2,['Therapeutic Effect']
cognitive decline,0,1,['Cognitive Dysfunction']
gluten sensitivity,0,1,['disease']
emphysema,0,1,['disease']
Tourette's syndrome,0,1,['disease']
PTSD,0,1,['disease']
CTE,0,1,['disease']
TBI,0,1,['disease']
suicidal ideation,0,1,['condition']
bacteria,0,1,['microorganism']
anti-inflammatory and regenerative pathways,0,1,['pathway']
chronic disease,0,1,['disease']
kidney disease,0,1,['disease']
liver disease,0,1,['disease']
heart disease,0,1,['disease']
lupus,0,1,['disease']
primary sclerosing cholangitis,0,1,['disease']
atopy,0,1,['disease']
ancient pathways in the brain,0,1,['biological pathway']
chemosensory integration of whole body metabolism,0,1,['biological process']
old concepts of pathogenesis,0,1,['concept']
attention deficit hyperactivity disorder,0,1,['disease']
asthma,0,1,['disease']
cascade of changes,0,1,['biological process']
release of metabolic intermediates,0,1,['biological process']
purinergic signaling,0,1,['biological process']
metabolic syndrome,0,1,['medical condition']
patients with MDD,0,3,['Patient Group']
smoking,0,1,['Behavioral Factor']
alcohol consumption,0,1,['Behavioral Factor']
diet habits,0,1,['Behavioral Factor']
antibiotics,0,1,['Medication']
sample handling,0,1,['Methodological Factor']
wet laboratory methods,0,1,['Methodological Factor']
pathology,0,1,['pathology']
Type 2 diabetes mellitus,0,1,['medical condition']
gut microbial community structure,0,1,['microbial structure']
brain-gut interactions,0,2,['physiological process']
Distinguishing Microbial Differences,0,1,['Analysis']
Predict Functional Changes,0,1,['Analysis']
Therapeutic Strategies,0,1,['Medical Intervention']
altered gut microbiota,0,4,['microbial state']
depletion of anaerobes,0,2,['Biological State']
pathogenic microglial states,0,1,['cellular state']
DAM subsets of microglia,0,1,['cell type']
microglia,0,1,['cell type']
beneficial effects of prebiotics,0,1,['therapeutic effect']
GI symptoms,0,2,"['Symptom', 'symptom']"
microglia activation,0,1,['cellular activity']
PD-like symptoms,0,1,['symptom']
expansion of potential pathobionts,0,2,['Biological State']
self-reported sleep quality,0,1,['Behavioral Measure']
plasma IL-1β,0,1,['Biological Marker']
pathophysiology of mental illnesses,0,1,['disease condition']
acute and chronic insomnia,0,1,['Disease']
inflammatory cytokines production,0,1,['Biological Process']
increased inflammatory cytokines,0,1,['Biological Process']
lower microbial richness and diversity,0,2,['Biological State']
therapeutic targets,0,1,['Therapeutic Target']
gastrointestinal function,0,1,['biological process']
mood modifying effects,0,1,['Physiological Effect']
therapeutic responses,0,1,['Therapeutic Outcome']
adverse responses,0,1,['Adverse Effect']
personalizing antidepressant treatment,0,1,['Treatment Strategy']
high-cited document,0,2,['Publication']
bioavailability,0,1,['Pharmacokinetic Property']
patients with untreated coeliac disease,0,1,['Patient group']
autism-spectrum disorders,0,1,['disease']
stress-related disorders,0,1,['disease']
time to complete the Stroop-CW,0,1,['Cognitive Test Metric']
repeated animal words in 60 s,0,1,['Cognitive Test Metric']
correct answers in 120 s on the Stroop-CW,0,1,['Cognitive Test Metric']
Geographic Location,0,1,['Environmental Factor']
auxiliary diagnosis indicator,0,1,['Diagnostic Tool']
impaired colonic microbial metabolism,0,1,['Condition']
microglial states,0,1,['cellular state']
motor deficits,0,1,['symptom']
α-synuclein aggregation,0,4,"['pathology', 'Pathological Process']"
motor symptoms,0,1,['symptom']
physical health outcomes,0,4,['concept']
mental health outcomes,0,4,['concept']
gut microbial metabolism,0,1,['Physiological process']
higher abundance of Actinobacteria,0,1,['Microbial Abundance']
lower abundance of Firmicutes,0,1,['Microbial Abundance']
lower abundance of Lachnospiraceae,0,1,['Microbial Abundance']
lower abundance of Faecalibacterium,0,1,['Microbial Abundance']
risk of bias,0,1,['Methodological Limitation']
variability in methods,0,1,['Methodological Variation']
other groups,0,1,['Patient group']
small intestinal malabsorption,0,1,['Condition']
publications,0,4,['Publication']
Clostridium difficile colitis,0,1,['infectious disease']
psychophysiological stress reactivity,0,1,['physiological response']
environmental ecology,0,1,['ecological system']
physical health,0,3,"['Health Aspect', 'physiological state']"
Parkinson's disease patients,0,1,['Disease']
pathophysiology of schizophrenia,0,2,['disease']
enhanced oxidative stress,0,1,['Physiological_State']
vagal neurons,0,1,['biological cell']
spinal afferent neurons,0,1,['biological cell']
neuroendocrine-hypothalamic-pituitary-adrenal (HPA) axis,0,1,['biological system']
gut hormones,0,2,"['biological molecule', 'Measurement']"
body mass index (BMI),0,1,['Demographic Factor']
molecular mechanism,0,1,['Biological Process']
gut microbiome composition,0,1,['Biological Entity']
treatment for bipolar disorder,0,1,['Therapy']
microbially-derived neurotransmitters,0,1,['biological molecule']
intestinal barriers,0,1,['biological structure']
brain barriers,0,1,['biological structure']
nutrients,0,1,['biological molecule']
microbiome,0,2,"['Microbial Community', 'biological entity']"
intestinal system,0,1,['biological system']
epithelium,0,1,['biological tissue']
statistics,0,1,['Analytical Method']
candidate biomarkers,0,1,['Biomarker']
downregulation,0,1,['Biological Process']
analyzing gut microbiome data,0,1,['Data Analysis']
samples acquisition,0,1,['Research Method']
statistically significant bacteria,0,1,['Microbial Data']
Bibliometric analysis,0,1,['Research Methodology']
Knowledge-map analysis,0,1,['Research Methodology']
cytokines,0,2,"['biological molecule', 'Protein']"
intestinal metabolite imbalance,0,1,['biological_process']
metabolic profiling,0,1,['method']
bacterial taxa,0,1,['organism']
structural phenotype,0,1,['Biological Phenotype']
functional phenotype,0,1,['Biological Phenotype']
microbiome profiling,0,1,['Biological Analysis']
investigating gut,0,1,['Biological Structure']
associated microbiota,0,1,['Biological Entity']
psychiatric symptoms,0,1,['Symptom']
neurotransmitter levels,0,1,['Biochemical Process']
psychotic disorders,0,1,['Disease']
patients and healthy controls,0,1,['Population Group']
76.82%,0,1,['Accuracy Rate']
70.95%,0,1,['Accuracy Rate']
model accuracy,0,1,['Performance Metric']
development of psychiatric disorders,0,1,['Condition']
psychiatric clinical symptoms,0,1,['symptom']
human disorders,0,1,['Disease']
intestinal microflora disturbances,0,1,['biological_process']
demyelinating disease,0,1,['Disease']
connections between gut-microbiota and brain,0,1,['biological connections']
diseases of the GI tract,0,1,['disease']
irritable bowel syndrome (IBS),0,1,['disease']
nutritional needs,0,1,['Nutritional Requirement']
systemic low-grade inflammation,0,1,['Physiological_State']
health,0,2,"['Health_Status', 'Health Condition']"
dysmetabolism,0,1,['Metabolic_State']
acute patients,0,1,['group']
remission patients,0,1,['group']
environmental information processing,0,1,['biological_process']
organismal systems,0,1,['biological_process']
human diseases,0,1,['disease']
relative abundance of microbiome populations,0,2,['Biological entity']
subdiaphragmatic vagus nerve,0,1,['Anatomical structure']
brain/mental-health-related disease,0,1,['disease']
Dysfunction of the immune system,0,1,['Physiological Dysfunction']
Dysfunction of the endocrine system,0,1,['Physiological Dysfunction']
Dysfunction of the gut,0,1,['Physiological Dysfunction']
Brain,0,1,['Anatomical Structure']
development of diseases,0,1,['disease development']
Htr1a expression levels,0,1,['Gene Expression']
Colorectal cancer treatment efficacy,0,1,['Treatment Efficacy']
Colorectal cancer development,0,1,['Disease Development']
Research trends,0,1,['Research Trends']
Publications,0,2,['Academic Publications']
abnormal gut microbiota composition,0,1,['Condition']
abnormal blood levels of metabolites,0,1,['Condition']
blood levels of metabolites,0,3,['Condition']
Dysfunction of the brain,0,1,['Physiological Dysfunction']
CUS-induced anhedonic behavior,0,1,['Behavior']
Therapeutic approach,0,1,['Therapy']
Mitigating depressive-like behaviors,0,1,['Behavioral Changes']
Anhedonia,0,1,['Symptom']
CUS-induced anhedonic behaviors,0,1,['Behaviors']
Serotonin (5-HT) levels,0,1,['Neurotransmitter Levels']
Medial prefrontal cortex (mPFC),0,1,['Brain Region']
Therapy of mental disorders,0,1,['Therapeutic Measure']
affective disorders,0,2,['Disease']
systematic review,0,1,['Review Type']
alpha diversity,0,1,['Biological Measurement']
Mental disorders,0,2,['Disease']
Treatment research of mental disorders,0,1,['Research Area']
Health condition of the brain-gut axis,0,1,['Physiological Condition']
Prevention of mental disorders,0,1,['Preventive Measure']
CCRA model,0,2,['Experimental Model']
communication between gut-resident bacteria and brain,0,1,['communication']
gut microorganisms,0,1,['microorganisms']
gut physiology,0,1,['physiological process']
neuronal disorders,0,5,['disease']
multiple sclerosis,0,4,"['Neurological Disorder', 'autoimmune disease', 'disease', 'Disease']"
reduced short-chain fatty acid producing bacteria,0,2,['Biological Process']
bidirectional communication system,0,1,['communication system']
relative abundances of Lachnospiraceae,0,2,['Microbial Abundance']
relative abundances of Odoribacter,0,2,['Microbial Abundance']
relative abundances of Helicobacter,0,2,['Microbial Abundance']
intestinal bleeding,0,1,['Condition']
iron deficiency,0,1,['Condition']
chemotherapy-induced myelosuppression,0,1,['Condition']
Fe,0,1,['Chemical Element']
rhEPO,0,1,['Biological Agent']
Vasovagal syncope patients,0,1,['Patient Group']
Frequency of syncope,0,1,['Clinical Symptom']
Systolic pressure reduction,0,1,['Hemodynamic Measure']
Diastolic pressure reduction,0,1,['Hemodynamic Measure']
Mean pressure drop,0,1,['Hemodynamic Measure']
Diastolic pressure drop,0,1,['Hemodynamic Measure']
blood enrichment,0,2,['Therapeutic Effect']
antitumor activity,0,1,['Therapeutic Effect']
interventions,0,1,['therapeutic strategy']
Prader-Willi syndrome,0,2,['syndrome']
treating Prader-Willi syndrome,0,1,['syndrome treatment']
metabolic aspects,0,1,['health aspect']
mental health aspects,0,1,['health aspect']
inflammatory mediators,0,1,['Biological Molecule']
gut-blood barrier,0,1,['Biological Structure']
telomere shortening,0,1,['Biological Process']
relative abundances of Alloprevotella,0,2,['Microbial Abundance']
relative abundances of Escherichia-Shigella,0,2,['Microbial Abundance']
relative abundances of Parabacteroides,0,2,['Microbial Abundance']
relative abundances of Ruminococcaceae_UCG-014,0,2,['Microbial Abundance']
smaller tumor volume,0,1,['Therapeutic Outcome']
Chronic stress-induced anhedonia,0,1,['Symptom']
dopamine,0,1,['Neurotransmitter']
epinephrine,0,1,['Neurotransmitter']
pathogenesis of major depressive disorder,0,1,['Pathogenesis']
MDD patients,0,6,"['Patient Group', 'Patients']"
healthy controls,0,4,"['Control Group', 'group', 'Controls']"
Major depressive disorder (MDD),0,1,['Mental Disorder']
Depressive symptoms,0,1,['Symptoms']
Neurometabolic alterations,0,1,['Alterations']
Therapeutic effects,0,1,['Effects']
relative abundances of Lactococcus,0,2,['Microbial Abundance']
reducing depressive-like behaviours,0,1,['Behaviour']
GABA levels,0,1,['Neurotransmitter Level']
depression- and anxiety-like behaviors,0,1,['Behavioral Disorder']
norepinephrine,0,1,['Neurotransmitter']
glutamate,0,1,['Neurotransmitter']
feature selection,0,1,['Feature Selection']
probiotic,0,2,"['Intervention', 'Probiotic']"
major depressive disorder,0,3,['Disease']
gastrointestinal (GI) tract,0,1,['organ system']
cognitive brain areas,0,1,['brain areas']
neuronal activity,0,1,['biological process']
Microbiota Taxa,0,1,['Biological Entity']
Major Depressive Disorder (MDD),0,1,['Disease']
research quality,0,1,['Research Metric']
anxiety/depression symptom measures,0,1,['Psychological Measurement']
hippocampus,0,2,"['brain region', 'Brain Region']"
antioxidant,0,1,['Effect']
gastrointestinal (GI) symptoms,0,1,['Symptom']
GI tract,0,1,['Anatomical Structure']
postinfection disorders of gut-brain interaction (DGBI),0,1,['Condition']
female gender,0,1,['Demographic Factor']
Listeria monocytogenes,0,1,['Organism']
Biomarker,0,1,['Indicator']
Gut Immunity Abnormalities,0,1,['Condition']
Origanum vulgare,0,1,['ScientificName']
coronary artery disease,0,1,['Disease']
type-2 diabetes mellitus,0,1,['Disease']
brain tissue,0,1,['Anatomical Structure']
increased body weight,0,1,['Physiological Change']
liver fat accumulation,0,1,['Physiological Change']
glucose intolerance,0,1,['Physiological Condition']
prebiotic,0,1,['Effect']
CAD,0,1,['Disease']
T2DM,0,1,['Disease']
Gastrointestinal Problems,0,1,['Condition']
ASD Children,0,1,['Population']
plasma,0,2,['BiologicalFluid']
mitochondrial function,0,1,['BiologicalProcess']
oxidative stress,0,2,"['BiologicalProcess', 'Physiological Process']"
Thymus vulgaris,0,1,['ScientificName']
neurotransmitters,0,4,['Neurotransmitter']
reduced likelihood of MDD,0,1,['Disease Outcome']
liability for MDD,0,1,['Disease Outcome']
depressive-like behaviours,0,2,['Behaviour']
anxiety-like behaviours,0,2,['Behaviour']
short chain fatty acids,0,1,['Metabolite']
kynurenine,0,1,['Metabolite']
cardiac contraction,0,1,['BiologicalProcess']
Antigen Binding,0,1,['Process']
Cancer,0,3,['Disease']
Typically Developing Children,0,1,['Population']
Immune Epitope Database,0,1,['Database']
Groups of Children,0,1,['Population']
Abnormal Gut IgA Levels,0,1,['Condition']
Altered Gut Microbiota Composition,0,1,['Condition']
T or B Cells,0,1,['Cell Type']
Lactobacillus reuteri NK33,0,1,['Bacterial Strain']
Bifidobacterium adolescentis NK98,0,1,['Bacterial Strain']
Interleukin-6,0,1,['Biomarker']
Bifidobacteriaceae,0,1,['Bacterial Family']
MDD group,0,15,"['Group', 'Patient Group']"
HAMD scores,0,1,['Score']
area under the receiver operating characteristic curve of 0.890,0,1,['Performance Metric']
classification,0,1,['Classification']
Cytochrome c protein,0,1,['Protein']
Iron content,0,1,['Chemical']
Signal Transduction Pathways,0,1,['Biological Pathway']
Endocrine and Metabolic Diseases,0,1,['Biological Pathway']
Neurodegenerative Diseases,0,1,['Biological Pathway']
Immune System,0,1,['Biological Pathway']
distinguishing MDD patients from HCs,0,1,['Biomarker Use']
Sleep Quality,0,1,['Health Condition']
Gut Homeostasis Abnormalities,0,1,['Condition']
Negative symptoms of schizophrenia,0,2,['Symptom']
Cognition,0,1,['Cognitive Function']
Excitement,0,1,['Emotion']
Human Self Proteins,0,1,['Protein']
Hematopoietic Stem Cells,0,1,['Cell Type']
Microbiome of the colon,0,1,['Organism']
Cell Membranes,0,1,['Cellular Component']
persistent GI symptoms beyond 1 month after recovery,0,1,['Symptom']
presence of mental health factors,0,1,['Condition']
altered gut motility,0,1,['Physiological Process']
positive impact on various diseases,0,1,['Attribute']
mood regulation,0,1,['Process']
effect of probiotics,0,1,['Effect']
mental well-being,0,1,['Condition']
high cost,0,1,['Attribute']
alterations in the enteroendocrine system,0,1,['Physiological Process']
serotonin metabolism,0,1,['Physiological Process']
long-term sequelae,0,1,['Condition']
severity of COVID-19,0,1,['Severity Level']
anosmia,0,1,['Symptom']
ageusia,0,1,['Symptom']
use of antibiotics,0,1,['Treatment']
hospitalization during the acute illness,0,1,['Medical Event']
Zhe Busong decoction,0,1,['Herbal Medicine']
Ayurvedic polyherbal medicine,0,1,['Medicine Type']
dried fruits,0,1,['Plant Product']
brain health maintenance,0,1,['Health Condition']
visceral hypersensitivity,0,1,['Physiological Process']
gut microbiota dysbiosis,0,3,"['Microbiota', 'Microbial community', 'Physiological Process']"
immune activation,0,1,['Physiological Process']
changes in intestinal permeability,0,1,['Physiological Process']
cognitive resilience,0,1,['Health Outcome']
psychological resilience,0,1,['Health Outcome']
5-hydroxytryptamine (5-HT) receptors,0,1,['Biological Component']
brain-derived neurotrophic factor (BDNF) receptors,0,1,['Biological Component']
antioxidant-related signaling pathways,0,1,['Biological Process']
blood brain barrier (BBB) permeability,0,1,['Physiological Process']
systemic bioavailability,0,1,['Physiological Process']
society,0,1,['Society']
Blood Erythrocytes,0,1,['Cell']
Lymphocytes,0,1,['Cell']
Pathogenesis of Parkinson's Disease,0,1,['Disease']
depressive behaviour,0,1,['Condition']
alternative treatments,0,1,['Treatment']
psychological dysfunction,0,1,['Health Condition']
gut homeostasis,0,2,['Physiological Process']
gut development,0,2,['Developmental Process']
Families,0,2,['Taxonomic Group']
Overgrowth of H<sub>2</sub>S-producing bacteria,0,1,['Organism']
taxonomic differences,0,2,"['Trait', 'Difference']"
tryptophan pathway differences,0,2,"['Trait', 'Difference']"
Reactive Oxygen Species,0,1,['Chemical']
Alpha-synuclein oligomers,0,1,['Protein']
Alpha-synuclein fibrils,0,1,['Protein']
Urate Metabolism,0,1,['Biological Process']
EPS Production,0,2,['Biochemical Activity']
Pentobarbital-induced sleep test,0,1,['Experimental Test']
Polycystic Ovary Syndrome,0,1,['Disease']
Fusobacterium,0,1,['Organism']
Critical care,0,3,['Outcome']
epilepsy,0,3,"['Neurological Disorder', 'disease']"
pathophysiology,0,3,"['Biological Process', 'Physiological Process']"
neurological disorders,0,2,"['Disease Class', 'Disease']"
high risk of side effects,0,1,['Attribute']
low mood,0,1,['Symptom']
poor general interest,0,1,['Symptom']
cognitive dysfunction,0,1,['Symptom']
motor dysfunction,0,1,['Symptom']
published literature,0,1,['Literature']
extensive clinical applications,0,1,['Attribute']
gut barrier,0,1,['Anatomical Structure']
Progression of PCOS,0,1,['Disease Progression']
Profiling Fecal Microbiota,0,1,['Biological Analysis']
Gene Expression Profiling,0,1,['Biological Analysis']
Ruminococcus torques,0,1,['Microbial Species']
Psychobiotic,0,1,['Probiotic Type']
Immune Dysfunction,0,1,['Condition']
Inflammatory Conditions,0,1,['Disease State']
Respiratory Infections,0,1,['Disease']
Metabolomic Pathways,0,1,['Process']
Mental Health,0,2,"['Condition', 'Health Condition']"
Coprococcus comes,0,1,['Microbial Species']
Megasphaera elsdenii,0,1,['Microbial Species']
Acidaminococcus intestini,0,1,['Microbial Species']
Barnesiella viscericola,0,1,['Microbial Species']
35 elevated genes,0,1,['Gene Expression']
37 downregulated genes,0,1,['Gene Expression']
Function in Host Immune System Homeostasis,0,1,['Biological Function']
Degeneration of dopaminergic neurons,0,1,['Pathological process']
α-synuclein accumulation,0,1,['Pathological process']
Neuroinflammation,0,1,['Pathological process']
Colonic Permeability,0,1,['Condition']
Tight Junction Proteins,0,1,['Protein']
Inflammatory Cytokines,0,1,['Protein']
Normalization of Beneficial Microbes,0,1,['Process']
enteric nervous system function,0,2,['Physiological Process']
prediabetes,0,1,['Medical Condition']
placebo,0,1,['Intervention']
change in HbA1c,0,1,['Measurement']
anthropometry,0,1,['Measurement']
body composition,0,1,['Measurement']
glucose tolerance,0,2,['Physiological Process']
Lacticaseibacillus rhamnosus HN001,0,1,['Probiotic']
lipids,0,1,['Measurement']
hunger hormones,0,1,['Measurement']
liver enzymes,0,1,['Measurement']
calorie intake,0,1,['Measurement']
macronutrient intake,0,1,['Measurement']
quality of life,0,1,['Measurement']
hunger,0,1,['Measurement']
global health,0,1,['Concept']
mood,0,2,"['Behavioral Entity', 'Measurement']"
eating behavior,0,1,['Measurement']
43 ± 2.7 mmol/mol,0,1,['Measurement Value']
41 ± 2.3 mmol/mol,0,1,['Measurement Value']
weight loss,0,2,['Physiological Change']
probiotic group,0,2,['Group']
psychological benefits,0,1,['Outcome']
glucoregulatory markers,0,1,['Measurement']
lower Bifidobacteria,0,1,['Bacteria']
glycemic improvement,0,1,['Physiological Change']
pathogenesis,0,1,['Pathogenesis']
clinical picture,0,1,['Clinical Picture']
increase in Bacteroides,0,1,['Bacteria']
decrease in Firmicutes,0,1,['Bacteria']
decrease in Firmicutes / Bacteroidetes ratio,0,1,['Ratio']
